"variable","label","tipo","niveles","n_categorias","n_missings","perc_missings","minimo","maximo","media","mediana","sd","iqr","primera_fecha","ultima_fecha"
"g41_1_E_4","G41.1 ¿Para qué maleza aplicó este insumo?: Tormenta de granizo","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_E_5","G41.1 ¿Para qué maleza aplicó este insumo?: Tormenta de granizo","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_E_6","G41.1 ¿Para qué maleza aplicó este insumo?: Tormenta de granizo","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_E_7","G41.1 ¿Para qué maleza aplicó este insumo?: Tormenta de granizo","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_E_8","G41.1 ¿Para qué maleza aplicó este insumo?: Tormenta de granizo","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_F_1","G41.1 ¿Para qué maleza aplicó este insumo?: Helada","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_F_2","G41.1 ¿Para qué maleza aplicó este insumo?: Helada","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_F_3","G41.1 ¿Para qué maleza aplicó este insumo?: Helada","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_F_4","G41.1 ¿Para qué maleza aplicó este insumo?: Helada","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_F_5","G41.1 ¿Para qué maleza aplicó este insumo?: Helada","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_F_6","G41.1 ¿Para qué maleza aplicó este insumo?: Helada","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_F_7","G41.1 ¿Para qué maleza aplicó este insumo?: Helada","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_F_8","G41.1 ¿Para qué maleza aplicó este insumo?: Helada","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_G_1","G41.1 ¿Para qué maleza aplicó este insumo?: Sequía","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_G_2","G41.1 ¿Para qué maleza aplicó este insumo?: Sequía","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_G_3","G41.1 ¿Para qué maleza aplicó este insumo?: Sequía","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_G_4","G41.1 ¿Para qué maleza aplicó este insumo?: Sequía","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_G_5","G41.1 ¿Para qué maleza aplicó este insumo?: Sequía","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_G_6","G41.1 ¿Para qué maleza aplicó este insumo?: Sequía","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_G_7","G41.1 ¿Para qué maleza aplicó este insumo?: Sequía","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_G_8","G41.1 ¿Para qué maleza aplicó este insumo?: Sequía","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_H_1","G41.1 ¿Para qué maleza aplicó este insumo?: Vientos fuertes","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_H_2","G41.1 ¿Para qué maleza aplicó este insumo?: Vientos fuertes","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_H_3","G41.1 ¿Para qué maleza aplicó este insumo?: Vientos fuertes","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_H_4","G41.1 ¿Para qué maleza aplicó este insumo?: Vientos fuertes","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_H_5","G41.1 ¿Para qué maleza aplicó este insumo?: Vientos fuertes","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_H_6","G41.1 ¿Para qué maleza aplicó este insumo?: Vientos fuertes","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_H_7","G41.1 ¿Para qué maleza aplicó este insumo?: Vientos fuertes","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_H_8","G41.1 ¿Para qué maleza aplicó este insumo?: Vientos fuertes","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_I_1","G41.1 ¿Para qué maleza aplicó este insumo?: Desprendimientos de tierra","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_I_2","G41.1 ¿Para qué maleza aplicó este insumo?: Desprendimientos de tierra","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_I_3","G41.1 ¿Para qué maleza aplicó este insumo?: Desprendimientos de tierra","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_I_4","G41.1 ¿Para qué maleza aplicó este insumo?: Desprendimientos de tierra","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_I_5","G41.1 ¿Para qué maleza aplicó este insumo?: Desprendimientos de tierra","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_I_6","G41.1 ¿Para qué maleza aplicó este insumo?: Desprendimientos de tierra","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_I_7","G41.1 ¿Para qué maleza aplicó este insumo?: Desprendimientos de tierra","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_I_8","G41.1 ¿Para qué maleza aplicó este insumo?: Desprendimientos de tierra","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_J_1","G41.1 ¿Para qué maleza aplicó este insumo?: Incendios o quemas","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_J_2","G41.1 ¿Para qué maleza aplicó este insumo?: Incendios o quemas","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_J_3","G41.1 ¿Para qué maleza aplicó este insumo?: Incendios o quemas","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_J_4","G41.1 ¿Para qué maleza aplicó este insumo?: Incendios o quemas","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_J_5","G41.1 ¿Para qué maleza aplicó este insumo?: Incendios o quemas","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_J_6","G41.1 ¿Para qué maleza aplicó este insumo?: Incendios o quemas","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_J_7","G41.1 ¿Para qué maleza aplicó este insumo?: Incendios o quemas","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_J_8","G41.1 ¿Para qué maleza aplicó este insumo?: Incendios o quemas","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_K_1","G41.1 ¿Para qué maleza aplicó este insumo?: Malezas","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_K_2","G41.1 ¿Para qué maleza aplicó este insumo?: Malezas","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_K_3","G41.1 ¿Para qué maleza aplicó este insumo?: Malezas","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_K_4","G41.1 ¿Para qué maleza aplicó este insumo?: Malezas","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_K_5","G41.1 ¿Para qué maleza aplicó este insumo?: Malezas","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_K_6","G41.1 ¿Para qué maleza aplicó este insumo?: Malezas","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_K_7","G41.1 ¿Para qué maleza aplicó este insumo?: Malezas","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_K_8","G41.1 ¿Para qué maleza aplicó este insumo?: Malezas","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_L_1","G41.1 ¿Para qué maleza aplicó este insumo?: Plaga","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_L_2","G41.1 ¿Para qué maleza aplicó este insumo?: Plaga","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_L_3","G41.1 ¿Para qué maleza aplicó este insumo?: Plaga","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_L_4","G41.1 ¿Para qué maleza aplicó este insumo?: Plaga","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_L_5","G41.1 ¿Para qué maleza aplicó este insumo?: Plaga","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_L_6","G41.1 ¿Para qué maleza aplicó este insumo?: Plaga","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_L_7","G41.1 ¿Para qué maleza aplicó este insumo?: Plaga","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_L_8","G41.1 ¿Para qué maleza aplicó este insumo?: Plaga","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_M_1","G41.1 ¿Para qué maleza aplicó este insumo?: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_M_2","G41.1 ¿Para qué maleza aplicó este insumo?: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_M_3","G41.1 ¿Para qué maleza aplicó este insumo?: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_M_4","G41.1 ¿Para qué maleza aplicó este insumo?: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_M_5","G41.1 ¿Para qué maleza aplicó este insumo?: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_M_6","G41.1 ¿Para qué maleza aplicó este insumo?: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_M_7","G41.1 ¿Para qué maleza aplicó este insumo?: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_M_8","G41.1 ¿Para qué maleza aplicó este insumo?: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_0_1","G41.1 ¿Para qué maleza aplicó este insumo?: No fue atacado","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_0_2","G41.1 ¿Para qué maleza aplicó este insumo?: No fue atacado","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_0_3","G41.1 ¿Para qué maleza aplicó este insumo?: No fue atacado","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_0_4","G41.1 ¿Para qué maleza aplicó este insumo?: No fue atacado","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_0_5","G41.1 ¿Para qué maleza aplicó este insumo?: No fue atacado","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_0_6","G41.1 ¿Para qué maleza aplicó este insumo?: No fue atacado","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_0_7","G41.1 ¿Para qué maleza aplicó este insumo?: No fue atacado","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_0_8","G41.1 ¿Para qué maleza aplicó este insumo?: No fue atacado","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_7_1","G41.1 ¿Para qué maleza aplicó este insumo?: NS/NR","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_7_2","G41.1 ¿Para qué maleza aplicó este insumo?: NS/NR","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_7_3","G41.1 ¿Para qué maleza aplicó este insumo?: NS/NR","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_7_4","G41.1 ¿Para qué maleza aplicó este insumo?: NS/NR","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_7_5","G41.1 ¿Para qué maleza aplicó este insumo?: NS/NR","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_7_6","G41.1 ¿Para qué maleza aplicó este insumo?: NS/NR","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_7_7","G41.1 ¿Para qué maleza aplicó este insumo?: NS/NR","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_7_8","G41.1 ¿Para qué maleza aplicó este insumo?: NS/NR","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1_N_1","G41.1 ¿Para qué maleza aplicó este insumo?: Otro, especifique","factor","(1) Sí, (2) No",2,12,3.39943342776204,,,,,,,,
"g41_1_N_2","G41.1 ¿Para qué maleza aplicó este insumo?: Otro, especifique","factor","(1) Sí, (2) No",2,110,31.1614730878187,,,,,,,,
"g41_1_N_3","G41.1 ¿Para qué maleza aplicó este insumo?: Otro, especifique","factor","(1) Sí, (2) No",2,226,64.0226628895184,,,,,,,,
"g41_1_N_4","G41.1 ¿Para qué maleza aplicó este insumo?: Otro, especifique","factor","(1) Sí, (2) No",2,298,84.4192634560906,,,,,,,,
"g41_1_N_5","G41.1 ¿Para qué maleza aplicó este insumo?: Otro, especifique","factor","(1) Sí, (2) No",2,323,91.5014164305949,,,,,,,,
"g41_1_N_6","G41.1 ¿Para qué maleza aplicó este insumo?: Otro, especifique","factor","(1) Sí, (2) No",2,342,96.8838526912181,,,,,,,,
"g41_1_N_7","G41.1 ¿Para qué maleza aplicó este insumo?: Otro, especifique","factor","(1) Sí, (2) No",2,347,98.300283286119,,,,,,,,
"g41_1_N_8","G41.1 ¿Para qué maleza aplicó este insumo?: Otro, especifique","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g41_1a_1"," ""G41 Otra maleza ""","character",,,317,89.8016997167139,,,,,,,,
"g41_1a_2"," ""G41 Otra maleza ""","character",,,303,85.8356940509915,,,,,,,,
"g41_1a_3"," ""G41 Otra maleza ""","character",,,329,93.2011331444759,,,,,,,,
"g41_1a_4"," ""G41 Otra maleza ""","character",,,344,97.4504249291785,,,,,,,,
"g41_1a_5"," ""G41 Otra maleza ""","character",,,350,99.1501416430595,,,,,,,,
"g41_1a_6"," ""G41 Otra maleza ""","character",,,353,100,,,,,,,,
"g41_1a_7"," ""G41 Otra maleza ""","character",,,351,99.4334277620397,,,,,,,,
"g41_1a_8"," ""G41 Otra maleza ""","character",,,353,100,,,,,,,,
"g42_1","G42 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia ",4,12,3.39943342776204,,,,,,,,
"g42_2","G42 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia ",4,109,30.8781869688385,,,,,,,,
"g42_3","G42 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia ",4,226,64.0226628895184,,,,,,,,
"g42_4","G42 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia ",4,298,84.4192634560906,,,,,,,,
"g42_5","G42 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia ",4,323,91.5014164305949,,,,,,,,
"g42_6","G42 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia ",4,342,96.8838526912181,,,,,,,,
"g42_7","G42 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia ",4,347,98.300283286119,,,,,,,,
"g42_8","G42 El producto lo aplicó?","factor","(1) Antes de la siembra, (2) Antes de la emergencia , (3) Después de la siembra, (4) Después de la emergencia ",4,352,99.7167138810198,,,,,,,,
"g42_1_1","G42.1 ¿Cuántos días antes o después de la siembra aplicó el producto?","numeric",,,12,3.39943342776204,1,75,11.8211143695015,10,10.8288948945348,11,,
"g42_1_2","G42.1 ¿Cuántos días antes o después de la siembra aplicó el producto?","numeric",,,109,30.8781869688385,1,60,12.8319672131148,10,11.4683516303897,14.5,,
"g42_1_3","G42.1 ¿Cuántos días antes o después de la siembra aplicó el producto?","numeric",,,227,64.3059490084986,1,500,17.6190476190476,11.5,44.7152514729115,15,,
"g42_1_4","G42.1 ¿Cuántos días antes o después de la siembra aplicó el producto?","numeric",,,299,84.7025495750708,1,45,11.8518518518519,10,9.33325846031663,10,,
"g42_1_5","G42.1 ¿Cuántos días antes o después de la siembra aplicó el producto?","numeric",,,323,91.5014164305949,1,50,16.3,12,11.4474812769538,10,,
"g42_1_6","G42.1 ¿Cuántos días antes o después de la siembra aplicó el producto?","numeric",,,342,96.8838526912181,4,40,17.3636363636364,15,9.84147069571136,11.5,,
"g42_1_7","G42.1 ¿Cuántos días antes o después de la siembra aplicó el producto?","numeric",,,347,98.300283286119,10,25,14.5,13.5,5.61248608016091,4.5,,
"g42_1_8","G42.1 ¿Cuántos días antes o después de la siembra aplicó el producto?","numeric",,,352,99.7167138810198,15,15,15,15,,0,,
"g43_c_1","G43 Cantidad total por hectárea del insumo","numeric",,,336,95.1841359773371,1,750,246.088235294118,200,263.821923563871,499,,
"g43_c_2","G43 Cantidad total por hectárea del insumo","numeric",,,335,94.9008498583569,1,500,211.166666666667,65,225.947482185313,471,,
"g43_c_3","G43 Cantidad total por hectárea del insumo","numeric",,,340,96.3172804532578,3,800,331.615384615385,300,240.478529347056,380,,
"g43_c_4","G43 Cantidad total por hectárea del insumo","numeric",,,347,98.300283286119,50,300,208.333333333333,225,86.1200712184254,50,,
"g43_c_5","G43 Cantidad total por hectárea del insumo","numeric",,,346,98.0169971671388,200,700,442.857142857143,500,181.265393434993,250,,
"g43_c_6","G43 Cantidad total por hectárea del insumo","numeric",,,352,99.7167138810198,400,400,400,400,,0,,
"g43_c_7","G43 Cantidad total por hectárea del insumo","numeric",,,351,99.4334277620397,100,300,200,200,141.42135623731,100,,
"g43_c_8","G43 Cantidad total por hectárea del insumo","numeric",,,352,99.7167138810198,150,150,150,150,,0,,
"g43_u_1","G43 Unidad","factor","(1) Kilogramos, (2) Libras, (3) Gramos, (4) Litros, (5) Otro, especificar",5,348,98.5835694050991,,,,,,,,
"g43_u_2","G43 Unidad","factor","(1) Kilogramos, (2) Libras, (3) Gramos, (4) Litros, (5) Otro, especificar",5,350,99.1501416430595,,,,,,,,
"g43_u_3","G43 Unidad","factor","(1) Kilogramos, (2) Libras, (3) Gramos, (4) Litros, (5) Otro, especificar",5,352,99.7167138810198,,,,,,,,
"g43_u_4","G43 Unidad","factor","(1) Kilogramos, (2) Libras, (3) Gramos, (4) Litros, (5) Otro, especificar",5,353,100,,,,,,,,
"g43_u_5","G43 Unidad","factor","(1) Kilogramos, (2) Libras, (3) Gramos, (4) Litros, (5) Otro, especificar",5,353,100,,,,,,,,
"g43_u_6","G43 Unidad","factor","(1) Kilogramos, (2) Libras, (3) Gramos, (4) Litros, (5) Otro, especificar",5,353,100,,,,,,,,
"g43_u_7","G43 Unidad","factor","(1) Kilogramos, (2) Libras, (3) Gramos, (4) Litros, (5) Otro, especificar",5,353,100,,,,,,,,
"g43_u_8","G43 Unidad","factor","(1) Kilogramos, (2) Libras, (3) Gramos, (4) Litros, (5) Otro, especificar",5,353,100,,,,,,,,
"g43_ua_1"," ""G43 Otra unidad""","character",,,335,94.9008498583569,,,,,,,,
"g43_ua_2"," ""G43 Otra unidad""","character",,,334,94.6175637393768,,,,,,,,
"g43_ua_3"," ""G43 Otra unidad""","character",,,339,96.0339943342776,,,,,,,,
"g43_ua_4"," ""G43 Otra unidad""","character",,,346,98.0169971671388,,,,,,,,
"g43_ua_5"," ""G43 Otra unidad""","character",,,346,98.0169971671388,,,,,,,,
"g43_ua_6"," ""G43 Otra unidad""","character",,,352,99.7167138810198,,,,,,,,
"g43_ua_7"," ""G43 Otra unidad""","character",,,351,99.4334277620397,,,,,,,,
"g43_ua_8"," ""G43 Otra unidad""","character",,,352,99.7167138810198,,,,,,,,
"id_lote_g51_1","""ID lote""","numeric",,,90,25.4957507082153,1,5,1.11787072243346,1,0.499411896900251,0,,
"id_lote_g51_2","""ID lote""","numeric",,,194,54.957507082153,1,5,1.19496855345912,1,0.641181538121335,0,,
"id_lote_g51_3"," ""ID lote""","numeric",,,284,80.4532577903683,1,3,1.1304347826087,1,0.41702882811415,0,,
"id_lote_g51_4"," ""ID lote""","numeric",,,331,93.7677053824363,1,3,1.13636363636364,1,0.467562529096076,0,,
"id_lote_g51_5"," ""ID lote""","numeric",,,343,97.1671388101983,1,1,1,1,0,0,,
"id_lote_g51_6"," ""ID lote""","numeric",,,350,99.1501416430595,1,1,1,1,0,0,,
"id_lote_g51_7"," ""ID lote""","numeric",,,352,99.7167138810198,1,1,1,1,,0,,
"id_insumo_g52_1","""ID del insumo""","numeric",,,90,25.4957507082153,1,1,1,1,0,0,,
"id_insumo_g52_2"," ""ID del insumo""","numeric",,,194,54.957507082153,2,2,2,2,0,0,,
"id_insumo_g52_3"," ""ID del insumo""","numeric",,,284,80.4532577903683,3,3,3,3,0,0,,
"id_insumo_g52_4"," ""ID del insumo""","numeric",,,331,93.7677053824363,4,4,4,4,0,0,,
"id_insumo_g52_5"," ""ID del insumo""","numeric",,,343,97.1671388101983,5,5,5,5,0,0,,
"id_insumo_g52_6"," ""ID del insumo""","numeric",,,350,99.1501416430595,6,6,6,6,0,0,,
"id_insumo_g52_7"," ""ID del insumo""","numeric",,,352,99.7167138810198,7,7,7,7,,0,,
"g53_1","G53 ¿Qué producto para control de plagas y/o enfermedades utilizó en la Lote?","character",,,92,26.0623229461756,,,,,,,,
"g53_2","G53 ¿Qué producto para control de plagas y/o enfermedades utilizó en la Lote?","character",,,194,54.957507082153,,,,,,,,
"g53_3","G53 ¿Qué producto para control de plagas y/o enfermedades utilizó en la Lote?","character",,,284,80.4532577903683,,,,,,,,
"g53_4","G53 ¿Qué producto para control de plagas y/o enfermedades utilizó en la Lote?","character",,,331,93.7677053824363,,,,,,,,
"g53_5","G53 ¿Qué producto para control de plagas y/o enfermedades utilizó en la Lote?","character",,,343,97.1671388101983,,,,,,,,
"g53_6","G53 ¿Qué producto para control de plagas y/o enfermedades utilizó en la Lote?","character",,,350,99.1501416430595,,,,,,,,
"g53_7","G53 ¿Qué producto para control de plagas y/o enfermedades utilizó en la Lote?","character",,,352,99.7167138810198,,,,,,,,
"g53_c_1","G53 Nombre de insumo corregido","character",,,92,26.0623229461756,,,,,,,,
"g53_c_2","G53 Nombre de insumo corregido","character",,,194,54.957507082153,,,,,,,,
"g53_c_3","G53 Nombre de insumo corregido","character",,,284,80.4532577903683,,,,,,,,
"g53_c_4","G53 Nombre de insumo corregido","character",,,331,93.7677053824363,,,,,,,,
"g53_c_5","G53 Nombre de insumo corregido","character",,,343,97.1671388101983,,,,,,,,
"g53_c_6","G53 Nombre de insumo corregido","character",,,350,99.1501416430595,,,,,,,,
"g53_c_7","G53 Nombre de insumo corregido","character",,,352,99.7167138810198,,,,,,,,
"g53_1_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo? (selección múltiple)","character",,,92,26.0623229461756,,,,,,,,
"g53_1_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo? (selección múltiple)","character",,,194,54.957507082153,,,,,,,,
"g53_1_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo? (selección múltiple)","character",,,284,80.4532577903683,,,,,,,,
"g53_1_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo? (selección múltiple)","character",,,331,93.7677053824363,,,,,,,,
"g53_1_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo? (selección múltiple)","character",,,343,97.1671388101983,,,,,,,,
"g53_1_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo? (selección múltiple)","character",,,350,99.1501416430595,,,,,,,,
"g53_1_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo? (selección múltiple)","character",,,352,99.7167138810198,,,,,,,,
"g53_1_A_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo del arroz","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_A_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo del arroz","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_A_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo del arroz","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_A_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo del arroz","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_A_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo del arroz","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_A_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo del arroz","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_A_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo del arroz","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_B_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la vaina","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_B_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la vaina","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
"g53_1_B_3","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la vaina","factor","(1) Sí, (2) No",2,284,80.4532577903683,,,,,,,,
"g53_1_B_4","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la vaina","factor","(1) Sí, (2) No",2,331,93.7677053824363,,,,,,,,
"g53_1_B_5","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la vaina","factor","(1) Sí, (2) No",2,343,97.1671388101983,,,,,,,,
"g53_1_B_6","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la vaina","factor","(1) Sí, (2) No",2,350,99.1501416430595,,,,,,,,
"g53_1_B_7","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Añublo de la vaina","factor","(1) Sí, (2) No",2,352,99.7167138810198,,,,,,,,
"g53_1_C_1","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Helminthosporiosis o Mancha Parda","factor","(1) Sí, (2) No",2,92,26.0623229461756,,,,,,,,
"g53_1_C_2","G53.1 ¿Para qué plaga y/o enfermedad aplicó este insumo?:  Helminthosporiosis o Mancha Parda","factor","(1) Sí, (2) No",2,194,54.957507082153,,,,,,,,
