"variable","label","tipo","niveles","n_categorias","n_missings","perc_missings","minimo","maximo","media","mediana","sd","iqr","primera_fecha","ultima_fecha"
"d7_2_3","D7 Área sembrada con este cultivo en hectáreas","numeric",,,350,99.1501416430595,4,6,5,5,1,1,,
"d7_2_4","D7 Área sembrada con este cultivo en hectáreas","numeric",,,352,99.7167138810198,6,6,6,6,,0,,
"d7_2_5","D7 Área sembrada con este cultivo en hectáreas","numeric",,,352,99.7167138810198,6,6,6,6,,0,,
"d8_c_2_1","D8 ¿Cantidad total cosechada en este lote en 2023?","numeric",,,296,83.8526912181303,-99,38000,2460.93245614035,19,8767.86964622868,50,,
"d8_c_2_2","D8 ¿Cantidad total cosechada en este lote en 2023?","numeric",,,341,96.600566572238,3,21830,2256.2875,14.375,6327.99664791045,42.5125,,
"d8_c_2_3","D8 ¿Cantidad total cosechada en este lote en 2023?","numeric",,,350,99.1501416430595,15,36,26.3333333333333,28,10.5987420637231,10.5,,
"d8_c_2_4","D8 ¿Cantidad total cosechada en este lote en 2023?","numeric",,,352,99.7167138810198,30,30,30,30,,0,,
"d8_c_2_5","D8 ¿Cantidad total cosechada en este lote en 2023?","numeric",,,352,99.7167138810198,32,32,32,32,,0,,
"d8_u_2_1","D8 Unidad de medida","factor","(1) Toneladas, (2) Libras, (3) Kilos, (4) Bultos, (5) Carga, (6) Otra, especifique",6,298,84.4192634560906,,,,,,,,
"d8_u_2_2","D8 Unidad de medida","factor","(1) Toneladas, (2) Libras, (3) Kilos, (4) Bultos, (5) Carga, (6) Otra, especifique",6,341,96.600566572238,,,,,,,,
"d8_u_2_3","D8 Unidad de medida","factor","(1) Toneladas, (2) Libras, (3) Kilos, (4) Bultos, (5) Carga, (6) Otra, especifique",6,350,99.1501416430595,,,,,,,,
"d8_u_2_4","D8 Unidad de medida","factor","(1) Toneladas, (2) Libras, (3) Kilos, (4) Bultos, (5) Carga, (6) Otra, especifique",6,352,99.7167138810198,,,,,,,,
"d8_u_2_5","D8 Unidad de medida","factor","(1) Toneladas, (2) Libras, (3) Kilos, (4) Bultos, (5) Carga, (6) Otra, especifique",6,352,99.7167138810198,,,,,,,,
"d8_ua_2_1"," ""D8 Otra unidad""","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_ua_2_2"," ""D8 Otra unidad""","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_ua_2_3"," ""D8 Otra unidad""","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_ua_2_4"," ""D8 Otra unidad""","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_ua_2_5"," ""D8 Otra unidad""","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_e_2_1","D8 Equivalencia de la unidad de medida en kilos","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_e_2_2","D8 Equivalencia de la unidad de medida en kilos","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_e_2_3","D8 Equivalencia de la unidad de medida en kilos","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_e_2_4","D8 Equivalencia de la unidad de medida en kilos","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_e_2_5","D8 Equivalencia de la unidad de medida en kilos","numeric",,,353,100,Inf,-Inf,,,,,,
"d8_1_2_1","D8.1 Especificación del producto","factor","(1) Grano o almendra, (2) Paddy o cascara verde, (3) Paddy o cascara seca, (4) Blanco/pulido, (5) Grano, (6) Mazorca o choclo, (7) Tusa o amero seco, (8) Grano seco, (9) Vaina o verde, (10) Otro (especifique)",10,299,84.7025495750708,,,,,,,,
"d8_1_2_2","D8.1 Especificación del producto","factor","(1) Grano o almendra, (2) Paddy o cascara verde, (3) Paddy o cascara seca, (4) Blanco/pulido, (5) Grano, (6) Mazorca o choclo, (7) Tusa o amero seco, (8) Grano seco, (9) Vaina o verde, (10) Otro (especifique)",10,341,96.600566572238,,,,,,,,
"d8_1_2_3","D8.1 Especificación del producto","factor","(1) Grano o almendra, (2) Paddy o cascara verde, (3) Paddy o cascara seca, (4) Blanco/pulido, (5) Grano, (6) Mazorca o choclo, (7) Tusa o amero seco, (8) Grano seco, (9) Vaina o verde, (10) Otro (especifique)",10,350,99.1501416430595,,,,,,,,
"d8_1_2_4","D8.1 Especificación del producto","factor","(1) Grano o almendra, (2) Paddy o cascara verde, (3) Paddy o cascara seca, (4) Blanco/pulido, (5) Grano, (6) Mazorca o choclo, (7) Tusa o amero seco, (8) Grano seco, (9) Vaina o verde, (10) Otro (especifique)",10,352,99.7167138810198,,,,,,,,
"d8_1_2_5","D8.1 Especificación del producto","factor","(1) Grano o almendra, (2) Paddy o cascara verde, (3) Paddy o cascara seca, (4) Blanco/pulido, (5) Grano, (6) Mazorca o choclo, (7) Tusa o amero seco, (8) Grano seco, (9) Vaina o verde, (10) Otro (especifique)",10,352,99.7167138810198,,,,,,,,
"d8_1_2a_1"," ""D8.1 Otra especificación ""","character",,,350,99.1501416430595,,,,,,,,
"d8_1_2a_2"," ""D8.1 Otra especificación ""","character",,,353,100,,,,,,,,
"d8_1_2a_3"," ""D8.1 Otra especificación ""","character",,,353,100,,,,,,,,
"d8_1_2a_4"," ""D8.1 Otra especificación ""","character",,,353,100,,,,,,,,
"d8_1_2a_5"," ""D8.1 Otra especificación ""","character",,,353,100,,,,,,,,
"d8_2_2_1","D8.2 La producción reportada corresponde a:","factor","(1) Solo semestre A, (2) Solo semestre B, (3) Ambos semestres (anual)",3,296,83.8526912181303,,,,,,,,
"d8_2_2_2","D8.2 La producción reportada corresponde a:","factor","(1) Solo semestre A, (2) Solo semestre B, (3) Ambos semestres (anual)",3,341,96.600566572238,,,,,,,,
"d8_2_2_3","D8.2 La producción reportada corresponde a:","factor","(1) Solo semestre A, (2) Solo semestre B, (3) Ambos semestres (anual)",3,350,99.1501416430595,,,,,,,,
"d8_2_2_4","D8.2 La producción reportada corresponde a:","factor","(1) Solo semestre A, (2) Solo semestre B, (3) Ambos semestres (anual)",3,352,99.7167138810198,,,,,,,,
"d8_2_2_5","D8.2 La producción reportada corresponde a:","factor","(1) Solo semestre A, (2) Solo semestre B, (3) Ambos semestres (anual)",3,352,99.7167138810198,,,,,,,,
"d9_2_1","D9 ¿De lo que cosechó, cuántas (unidad en D8_u) vendió?","numeric",,,296,83.8526912181303,-99,38000,2453.81403508772,18,8769.73932832972,43.75,,
"d9_2_2","D9 ¿De lo que cosechó, cuántas (unidad en D8_u) vendió?","numeric",,,341,96.600566572238,3,21830,2256.2875,14.375,6327.99664791045,42.5125,,
"d9_2_3","D9 ¿De lo que cosechó, cuántas (unidad en D8_u) vendió?","numeric",,,350,99.1501416430595,15,36,26.3333333333333,28,10.5987420637231,10.5,,
"d9_2_4","D9 ¿De lo que cosechó, cuántas (unidad en D8_u) vendió?","numeric",,,352,99.7167138810198,30,30,30,30,,0,,
"d9_2_5","D9 ¿De lo que cosechó, cuántas (unidad en D8_u) vendió?","numeric",,,352,99.7167138810198,32,32,32,32,,0,,
"d10_2_1","D10 ¿Cuál fue el precio promedio al que vendió por [unidad en D8_u)? COP/UNIDAD","numeric",,,296,83.8526912181303,0,1900000,848341.522631579,1000000,553658.676285523,1125000,,
"d10_2_2","D10 ¿Cuál fue el precio promedio al que vendió por [unidad en D8_u)? COP/UNIDAD","numeric",,,341,96.600566572238,1000,11000000,1740733.33333333,1050000,2950306.66182142,263750,,
"d10_2_3","D10 ¿Cuál fue el precio promedio al que vendió por [unidad en D8_u)? COP/UNIDAD","numeric",,,350,99.1501416430595,800000,1100000,973333.333333333,1020000,155349.069303081,150000,,
"d10_2_4","D10 ¿Cuál fue el precio promedio al que vendió por [unidad en D8_u)? COP/UNIDAD","numeric",,,352,99.7167138810198,1000000,1000000,1000000,1000000,,0,,
"d10_2_5","D10 ¿Cuál fue el precio promedio al que vendió por [unidad en D8_u)? COP/UNIDAD","numeric",,,352,99.7167138810198,1200000,1200000,1200000,1200000,,0,,
"a11","A11 Departamento","factor","(1) Tolima",1,0,0,,,,,,,,
"a12","A12 Municipio","factor","(1) ALVARADO, (2) AMBALEMA, (3) ARMERO, (4) COYAIMA, (5) ESPINAL, (6) FLANDES, (7) GUAMO, (8) HERVEO, (9) IBAGUÉ, (10) LÉRIDA, (11) PIEDRAS, (12) PRADO, (13) PURIFICACIÓN, (14) SALDAÑA, (15) VENADILLO",15,0,0,,,,,,,,
"a12a","A12 Otro municipio","labelled",,,353,100,,,,,,,,
"a13","A13 Vereda","numeric",,,0,0,99,73861029,68228218.1189802,73408009,18864234.6507255,316998,,
"a13a","A13 Otra vereda","character",,,0,0,,,,,,,,
"ubicacion","A continuación, se requiere la ubicación GPS.","factor","(1) Continuar",1,2,0.56657223796034,,,,,,,,
"a16","A16 La ubicación de actual de la entrevista corresponde a:","factor","(1) Casa y (lote principal (están juntas), (2) La casa, (3) Lote principal, (4) Otro lugar, especifique.",4,0,0,,,,,,,,
"a16a","A16 Otra ubicación","character",,,0,0,,,,,,,,
"a17","A17 ¿Cuánto se demora en llegar desde esta ubicación al lote principal?","numeric",,,45,12.7478753541076,1,360,14.6883116883117,10,22.6865109315604,10,,
"a18","A18 Principal medio de transporte usado","factor","(1) A pie, (2) En camioneta/carro, (3) A caballo/cualquier animal, (4) En bus o ruta, (5) Bicicleta, (6) Moto, (7) Otro (especificar)",7,49,13.8810198300283,,,,,,,,
"a18a","A18 Otro medio de transporte","character",,,0,0,,,,,,,,
"a19","A19 Sistema de cultivo","factor","(1) Riego, (2) Secano",2,0,0,,,,,,,,
"d5","D5 En el último año (2023) ¿Qué evento(s) afectaron negativamente el lote?","character",,,0,0,,,,,,,,
"d5_A","D5 Evento: Inundación","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_B","D5 Evento: Altas temperaturas","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_C","D5 Evento: Exceso de precipitación (lluvia)","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_D","D5 Evento: Lluvias inoportunas","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_E","D5 Evento: Tormenta de granizo","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_F","D5 Evento: Helada","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_G","D5 Evento: Sequía","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_H","D5 Evento: Vientos fuertes","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_I","D5 Evento: Desprendimientos de tierra ","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_J","D5 Evento: Incendios o quemas","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_K","D5 Evento: Malezas","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_L","D5 Evento: Plaga","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_M","D5 Evento: Enfermedad de las plantas","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_0","D5 Evento: No fue atacado","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_7","D5 Evento: NS/NR","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_N","D5 Evento: Otro, especifique","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5a","D5 Otro evento","character",,,0,0,,,,,,,,
"d5_1","D5.1 Evento 1","character",,,0,0,,,,,,,,
"d5_2","D5.2 Evento 2","character",,,0,0,,,,,,,,
"d5_3_1","D5.3 ¿En qué meses ocurrió el/la [EVENTO]?","character",,,0,0,,,,,,,,
"d5_3_1_A","D5.3 Mes afectación evento 1: Enero","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_B","D5.3 Mes afectación evento 1: Febrero","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_C","D5.3 Mes afectación evento 1: Marzo","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_D","D5.3 Mes afectación evento 1: Abril","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_E","D5.3 Mes afectación evento 1: Mayo","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_F","D5.3 Mes afectación evento 1: Junio","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_G","D5.3 Mes afectación evento 1: Julio","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_H","D5.3 Mes afectación evento 1: Agosto","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_I","D5.3 Mes afectación evento 1: Septiembre","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_J","D5.3 Mes afectación evento 1: Octubre","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_K","D5.3 Mes afectación evento 1: Noviembre","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_1_L","D5.3 Mes afectación evento 1: Diciembre","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2","D5.3 ¿En qué meses ocurrió el/la [EVENTO]?","character",,,0,0,,,,,,,,
"d5_3_2_A","D5.3 Mes afectación evento 2: Enero","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_B","D5.3 Mes afectación evento 2: Febrero","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_C","D5.3 Mes afectación evento 2: Marzo","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_D","D5.3 Mes afectación evento 2: Abril","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_E","D5.3 Mes afectación evento 2: Mayo","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_F","D5.3 Mes afectación evento 2: Junio","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_G","D5.3 Mes afectación evento 2: Julio","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_H","D5.3 Mes afectación evento 2: Agosto","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_I","D5.3 Mes afectación evento 2: Septiembre","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_J","D5.3 Mes afectación evento 2: Octubre","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_K","D5.3 Mes afectación evento 2: Noviembre","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_3_2_L","D5.3 Mes afectación evento 2: Diciembre","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_1","D5.4 ¿Qué medidas ha tomado a raíz de estas afectaciones?","character",,,0,0,,,,,,,,
"d5_4_1_A","D5.4 Medidas frente a evento 1: Instalación de infraestructura en la finca","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_1_B","D5.4 Medidas frente a evento 1: Adquisición de activos especializados","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_1_C","D5.4 Medidas frente a evento 1: Cambio de fechas de siembra","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_1_D","D5.4 Medidas frente a evento 1: Cambio en manejo agronómico del cultivo","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_1_E","D5.4 Medidas frente a evento 1: Consulta de pronósticos climáticos","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_1_F","D5.4 Medidas frente a evento 1: Otro, especifique","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_1_0","D5.4 Medidas frente a evento 1: Ninguna medida","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_1a","D5.4 Otra medida","character",,,0,0,,,,,,,,
"d5_4_2","D5.4 ¿Qué medidas ha tomado a raíz de estas afectaciones?","character",,,0,0,,,,,,,,
"d5_4_2_A","D5.4 Medidas frente a evento 2: Instalación de infraestructura en la finca","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_2_B","D5.4 Medidas frente a evento 2: Adquisición de activos especializados","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_2_C","D5.4 Medidas frente a evento 2: Cambio de fechas de siembra","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_2_D","D5.4 Medidas frente a evento 2: Cambio en manejo agronómico del cultivo","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_2_E","D5.4 Medidas frente a evento 2: Consulta de pronósticos climáticos","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_2_F","D5.4 Medidas frente a evento 2: Otro, especifique","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_2_0","D5.4 Medidas frente a evento 2: Ninguna medida","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"d5_4_2a","D5.4 Otra medida","character",,,0,0,,,,,,,,
"d5_5_1_1","D5.5 ¿En qué porcentaje cree que [EVENTO] afectó el total de su producción? [0-1]","numeric",,,78,22.0963172804533,0,100,27.6872727272727,20,17.660329730344,17.5,,
"d5_5_2_1","D5.5 ¿En qué porcentaje cree que [EVENTO] afectó el total de su producción? [0-1]","numeric",,,238,67.4220963172804,-99,80,26.5739130434783,20,21.1830207036844,15,,
"f1","F1. ¿Cuántos años de experiencia tiene como productor(a) de arroz?","numeric",,,0,0,1,70,23.4107648725212,20,14.1151352412656,22,,
"id_lote_f2","ID LOTE","numeric",,,0,0,1,5,1.13881019830028,1,0.544075269178873,0,,
"nombre_lote_f2","Nombre lote F2","character",,,0,0,,,,,,,,
"f3","F3 ¿Cuál fue el último periodo de producción?","factor","(1) Semestre A 2023, (2) Semestre B 2023",2,0,0,,,,,,,,
"f4_1","F4 Nombre de la variedad","factor","(1) Fedearroz 67, (2) Fedearroz 60, (3) Fedearroz 2000, (4) FL Fedearroz 68, (5) Fedearroz 2020, (6) Fedearroz 70, (7) Fedearroz ibis, (8) Fedearroz Gualanday, (9) Sikunai, (10) Tucano, (11) Panorama, (12) Cálida , (13) Ecco 10cl (hibrido Ricetec), (14) Tana, (15) oryzica 1, (16) Clear Field, (17) Paraguay, (18) Variedad 64, (19) Yuma, (20) Otra variedad",20,0,0,,,,,,,,
"f4_1a","F4 Nombre de la otra variedad","character",,,0,0,,,,,,,,
"f4_2x","F4 Tuvo otra variedad diferente en el lote principal?","factor","(1) Sí, (2) No",2,0,0,,,,,,,,
"f4_2","F4 Nombre de la variedad","factor","(1) Fedearroz 67, (2) Fedearroz 60, (3) Fedearroz 2000, (4) FL Fedearroz 68, (5) Fedearroz 2020, (6) Fedearroz 70, (7) Fedearroz ibis, (8) Fedearroz Gualanday, (9) Sikunai, (10) Tucano, (11) Panorama, (12) Cálida , (13) Ecco 10cl (hibrido Ricetec), (14) Otra, especifique",14,335,94.9008498583569,,,,,,,,
"f4_2a","F4 Nombre de la otra variedad","character",,,0,0,,,,,,,,
"f5_1","F5 Área sembrada con esta variedad en hectáreas","numeric",,,0,0,0.2,80,6.72178470254958,4,8.75794661482135,6.5,,
"f6_1","F6 Fecha de siembra","date",,,0,0,,,,,,,"19299","19975"
"f6_1f","Fecha de siembra corregida","date",,,0,0,,,,,,,"19299","19713"
"f7_1","F7 Modo de siembra","factor","(1) Voleo manual, (2) Voleo mecanizado, (3) Siembra en surco (Semeato), (4) Trasplante manual, (5) Trasplante mecanizado, (6) Otro, especifique",6,0,0,,,,,,,,
"f7a_1","F7 Otro modo de siembra","character",,,350,99.1501416430595,,,,,,,,
"f8_1","F8 ¿La maquinaria para la siembra fue propia o alquilada?","factor","(1) Propia, (2) Alquilada, (3) Propia y alquilada, (4) No usó maquinaria",4,0,0,,,,,,,,
"f9_1","F9 ¿Cuál es el tipo de mano de obra utilizada para la siembra?","factor","(1) Familiar, (2) Contratada, (3) Familiar y contratada, (4) No requirió mano de obra, (5) Contrato (por toda la actividad)",5,0,0,,,,,,,,
"f10_a_1","F10 Cantidad de mano de obra familiar de hombres usada en siembra (numero de jornales)","numeric",,,340,96.3172804532578,1,25,4.53846153846154,2,6.46291194193691,4,,
"f10_b_1","F10 Cantidad de mano de obra familiar de mujeres usada en siembra (numero de jornales)","numeric",,,340,96.3172804532578,0,0,0,0,0,0,,
"f11_a_1","F11 Cantidad de mano de obra contratada de hombres usada en siembra (numero de jornales)","numeric",,,293,83.0028328611898,1,30,5.1,3,5.93952574720364,3.25,,
"f11_b_1","F11 Cantidad de mano de obra contratada de mujeres usada en siembra (numero de jornales)","numeric",,,293,83.0028328611898,0,16,0.516666666666667,0,2.36135315032821,0,,
"f12_1","F12 ¿Cuánto pagó en TOTAL por hacer la actividad de siembra? (escriba 0 si no pagó)","numeric",,,10,2.8328611898017,30000,80000000,2090086.21574344,710000,6472796.35028313,1275000,,
"f13_1","F13 ¿Cuántos bultos de semilla por hectárea utilizó? (bultos semilla/Ha)","numeric",,,0,0,0.5,10,3.7280850319881,4,1.01142175832551,1,,
"f13_1_1","F13.1 ¿Cuántos kilos pesa el bulto de semilla?","factor","(1) 62 kilos, (2) 50 kilos, (3) 40 kilos, (4) 25 kilos, (5) 10 kilos, (6) 5 kilos, (7) Otro, especifique",7,0,0,,,,,,,,
"f13_1_1a","F13.1 Otro peso de los bultos de semilla","character",,,0,0,,,,,,,,
"f13_densidad_1","Densidad de siembra kg/ha","numeric",,,4,1.13314447592068,12.5,372,189.07711275946,200,52.6274782334876,50,,
"f13_c_1","F13 ¿Cuánto le costó la semilla?","numeric",,,11,3.11614730878187,0,1700000,194606.626345766,210000,106538.344245988,99360,,
"f14_1","F14 ¿La semilla utilizada para establecer el lote principal proviene de?","factor","(1) Certificada, (2) No certificada, (3) Seleccionada, (4) Paddy (se deja de la cosecha) , (5) NS/NR, (6) Otro, especifique",6,0,0,,,,,,,,
"f14a_1","F14 Otra fuente de semilla","character",,,0,0,,,,,,,,
"f14_1_1","F14.1 ¿De donde la obtuvo esta semilla?","factor","(1) Su propio lote, (2) Casa comercial, (3) Semillista, (4) Fedearroz, (5) NS/NR, (6) Otro, especifique",6,0,0,,,,,,,,
"f14_1_1a","F14.1 Otra fuente de la semilla","character",,,0,0,,,,,,,,
"f15_1","F15 ¿Cuál fue la distancia (en cms) de siembra entre plantas en este lote?","numeric",,,281,79.6033994334278,10,40,20.3888888888889,20,4.18432876322452,0,,
"f16_1","F16 ¿Por cuántos años ha usado esta variedad?","numeric",,,1,0.28328611898017,1,30,4.78409090909091,3,4.35451460691056,5.25,,
"f5_2","F5 Área sembrada con esta variedad en hectáreas","numeric",,,344,97.4504249291785,1,28,7.5,4,8.36660026534076,6,,
"f6_2","F6 Fecha de siembra","date",,,344,97.4504249291785,,,,,,,"19373","19792"
"f7_2","F7 Modo de siembra","factor","(1) Voleo manual, (2) Voleo mecanizado, (3) Siembra en surco (Semeato), (4) Trasplante manual, (5) Trasplante mecanizado, (6) Otro, especifique",6,344,97.4504249291785,,,,,,,,
"f7a_2","F7 Otro modo de siembra","character",,,10,2.8328611898017,,,,,,,,
"f8_2","F8 ¿La maquinaria para la siembra fue propia o alquilada?","factor","(1) Propia, (2) Alquilada, (3) Propia y alquilada, (4) No usó maquinaria",4,344,97.4504249291785,,,,,,,,
"f9_2","F9 ¿Cuál es el tipo de mano de obra utilizada para la siembra?","factor","(1) Familiar, (2) Contratada, (3) Familiar y contratada, (4) No requirió mano de obra, (5) Contrato (por toda la actividad)",5,344,97.4504249291785,,,,,,,,
"f10_a_2","F10 Cantidad de mano de obra familiar de hombres usada en siembra (numero de jornales)","numeric",,,352,99.7167138810198,22,22,22,22,,0,,
