a10,id_lote_g6,g7_1,g10_1,g10_2,g10_3,g10_4,g10_5,g10_c_1,g10_c_2,g10_c_3,g10_c_4,g10_c_5,g9_1,g9_2,g9_3,g9_4,g9_5,g12_c_1,g12_c_2,g12_c_3,g12_c_4,g12_c_5,g12_u_1,g12_u_2,g12_u_3,g12_u_4,g12_u_5,g12_ua_1,g12_ua_2,g12_ua_3,g12_ua_4,g12_ua_5,g12_1_1,g12_1_2,g12_1_3,g12_1_4,g12_1_5,K2O_1,K2O_2,K2O_3,K2O_4,K2O_5,Ntotal_1,Ntotal_2,Ntotal_3,Ntotal_4,Ntotal_5,Namoniacal_1,Namoniacal_2,Namoniacal_3,Namoniacal_4,Namoniacal_5,Nnitrico_1,Nnitrico_2,Nnitrico_3,Nnitrico_4,Nnitrico_5,Nureico_1,Nureico_2,Nureico_3,Nureico_4,Nureico_5,P2O5_1,P2O5_2,P2O5_3,P2O5_4,P2O5_5,Tipo_Nivel_0_1,Tipo_Nivel_0_2,Tipo_Nivel_0_3,Tipo_Nivel_0_4,Tipo_Nivel_0_5,Tipo_Nivel_1_1,Tipo_Nivel_1_2,Tipo_Nivel_1_3,Tipo_Nivel_1_4,Tipo_Nivel_1_5,Tipo_Nivel_2_1,Tipo_Nivel_2_2,Tipo_Nivel_2_3,Tipo_Nivel_2_4,Tipo_Nivel_2_5,Tipo_Fertilizacion_1,Tipo_Fertilizacion_2,Tipo_Fertilizacion_3,Tipo_Fertilizacion_4,Tipo_Fertilizacion_5,Marca_1,Marca_2,Marca_3,Marca_4,Marca_5,row,cantidad_litros_ha_1,cantidad_litros_ha_2,cantidad_litros_ha_3,cantidad_litros_ha_4,cantidad_litros_ha_5,cantidad_kilos_ha_1,cantidad_kilos_ha_2,cantidad_kilos_ha_3,cantidad_kilos_ha_4,cantidad_kilos_ha_5,ax_2,a11,a12,a12a,a13,f4_1,f5_1,_merge
DS4017,1,5,triple 18,sulfato,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,100,100,,,,el porvenir,Tolima,ESPINAL,,73268015,Fedearroz 2020,5,Matched (3)
DS4018,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,igua 3,Tolima,GUAMO,,73319004,Cálida ,2.25,Matched (3)
DS4018,1,2,producion,,,,,Produccion,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,17,,,,,10.4,,,,,6.6,,,,,0,,,,,6,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,,,,,igua 3,Tolima,GUAMO,,73319004,Cálida ,2.25,Matched (3)
DS4018,1,3,tercer estado,urea granulado,,,,AGRO TERCER ESTADO 24-0-17,Urea,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,3,,,,,,100,100,,,,igua 3,Tolima,GUAMO,,73319004,Cálida ,2.25,Matched (3)
DS4018,1,4,produccion,amidas,,,,Produccion,YaraVera AMIDAS,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,0,,,,17,40,,,,10.4,5,,,,6.6,0,,,,0,35,,,,6,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,YARA,,,,4,,,,,,100,100,,,,igua 3,Tolima,GUAMO,,73319004,Cálida ,2.25,Matched (3)
DS4018,1,5,amidas,,,,,YaraVera AMIDAS,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,5,,,,,,100,,,,,igua 3,Tolima,GUAMO,,73319004,Cálida ,2.25,Matched (3)
DS4019,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,barejonal,Tolima,GUAMO,,73319029,Fedearroz 2020,5,Matched (3)
DS4019,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,,,,,barejonal,Tolima,GUAMO,,73319029,Fedearroz 2020,5,Matched (3)
DS4019,1,3,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,150,,,,,barejonal,Tolima,GUAMO,,73319029,Fedearroz 2020,5,Matched (3)
DS4019,1,4,triple18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,150,,,,,barejonal,Tolima,GUAMO,,73319029,Fedearroz 2020,5,Matched (3)
DS4019,1,5,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,150,,,,,barejonal,Tolima,GUAMO,,73319029,Fedearroz 2020,5,Matched (3)
DS4020,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,mamoncillo,Tolima,GUAMO,,99,Fedearroz 67,1.5,Matched (3)
DS4020,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,,,,,mamoncillo,Tolima,GUAMO,,99,Fedearroz 67,1.5,Matched (3)
DS4020,1,3,fase 3,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,200,,,,,mamoncillo,Tolima,GUAMO,,99,Fedearroz 67,1.5,Matched (3)
DS4020,1,4,nitroestem,,,,,NITRO XTEND® 46 N,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,150,,,,,mamoncillo,Tolima,GUAMO,,99,Fedearroz 67,1.5,Matched (3)
DS4020,1,5,amudas,,,,,YaraVera AMIDAS,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,5,,,,,,100,,,,,mamoncillo,Tolima,GUAMO,,99,Fedearroz 67,1.5,Matched (3)
DS4020,1,6,nitrato de potasio,,,,,Krista KP,,,,,1,,,,,2,,,,,Kilos,,,,,,,,,,,,,,,43,,,,,13.5,,,,,.6,,,,,13,,,,,0,,,,,3,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,6,,,,,,2,,,,,mamoncillo,Tolima,GUAMO,,99,Fedearroz 67,1.5,Matched (3)
DS4021,1,1,tripke 18,,,,,Triple 18,,,,,1,,,,,6,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,300,,,,,el porvenir,Tolima,ESPINAL,,73268012,Cálida ,5,Matched (3)
DS4021,1,2,cloruro de potasio,triple 18,uria,,,KCl,Triple 18,Urea,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,58,50,,,,18,0,,,,18,46,,,,7,0,,,,0,0,,,,11,46,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,2,,,,,,50,58,50,,,el porvenir,Tolima,ESPINAL,,73268012,Cálida ,5,Matched (3)
DS4021,1,3,tripke 18,cloruro de porasio,uria,,,Triple 18,KCl,Urea,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,,0,,,18,,46,,,7,,0,,,0,,0,,,11,,46,,,18,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,NUTRIMON,,,3,,,,,,50,50,50,,,el porvenir,Tolima,ESPINAL,,73268012,Cálida ,5,Matched (3)
DS4021,1,4,cloruro,uria,,,,KCl,Urea,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,4,,,,,,50,50,,,,el porvenir,Tolima,ESPINAL,,73268012,Cálida ,5,Matched (3)
DS4021,1,5,uria,,,,,Urea,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,150,,,,,el porvenir,Tolima,ESPINAL,,73268012,Cálida ,5,Matched (3)
DS4022,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,la durania,Tolima,ESPINAL,,73268012,Fedearroz 2020,11,Matched (3)
DS4022,1,2,triple 18,sulfato,nitroesten,,,Triple 18,Sulfato de Amonio,NITRO XTEND® 46 N,,,1,2,3,,,2,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,100,50,50,,,la durania,Tolima,ESPINAL,,73268012,Fedearroz 2020,11,Matched (3)
DS4022,1,3,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,200,,,,,la durania,Tolima,ESPINAL,,73268012,Fedearroz 2020,11,Matched (3)
DS4022,1,4,triple 18,sulfato,,,,Triple 18,Sulfato de Amonio,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,100,100,,,,la durania,Tolima,ESPINAL,,73268012,Fedearroz 2020,11,Matched (3)
DS4022,1,5,nitroesten,,,,,NITRO XTEND® 46 N,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,150,,,,,la durania,Tolima,ESPINAL,,73268012,Fedearroz 2020,11,Matched (3)
DS4023,1,1,triple 18,urea,,,,Triple 18,Urea,,,,1,2,,,,3,1.5,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,0,,,,18,46,,,,7,0,,,,0,0,,,,11,46,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,1,,,,,,150,75,,,,teresa,Tolima,PIEDRAS,,73547011,Fedearroz 67,1.5,Matched (3)
DS4023,1,2,triple 18,urea,,,,Triple 18,Urea,,,,1,2,,,,3,1.5,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,0,,,,18,46,,,,7,0,,,,0,0,,,,11,46,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,2,,,,,,150,75,,,,teresa,Tolima,PIEDRAS,,73547011,Fedearroz 67,1.5,Matched (3)
DS4023,1,3,urea,sulfato,,,,Urea,Sulfato de Amonio,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,100,100,,,,teresa,Tolima,PIEDRAS,,73547011,Fedearroz 67,1.5,Matched (3)
DS4023,1,4,urea,sulfato,,,,Urea,Sulfato de Amonio,,,,1,2,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,100,100,,,,teresa,Tolima,PIEDRAS,,73547011,Fedearroz 67,1.5,Matched (3)
DS4023,1,5,urea,,,,,Urea,,,,,1,,,,,1.5,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,75,,,,,teresa,Tolima,PIEDRAS,,73547011,Fedearroz 67,1.5,Matched (3)
DS4024,1,1,siembra,desarrollo,,,,Ferticrop Arroz Siembra,Desarrollo - Campofert,,,,1,2,,,,3.5,3.5,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,175,175,,,,la alberca,Tolima,PIEDRAS,,73547014,oryzica 1,3.5,Matched (3)
DS4024,1,2,nitrato,elementis menores,,,,Nutrimon 13-6-23-6,Fertilizante menores,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,23,0,,,,13,0,,,,8.300000000000001,0,,,,4.7,0,,,,0,0,,,,6,3,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,ARROCERO,,,,2,,,,,,50,50,,,,la alberca,Tolima,PIEDRAS,,73547014,oryzica 1,3.5,Matched (3)
DS4024,1,3,triple 15,nitro extend mtk,nitroextend,,,Triple 15,NITRO XTEND® 46 N,NITRO XTEND® 46 N,,,1,2,3,,,1,1.5,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,15,,,,,15,,,,,10.3,,,,,4.7,,,,,0,,,,,15,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,50,75,50,,,la alberca,Tolima,PIEDRAS,,73547014,oryzica 1,3.5,Matched (3)
DS4024,1,4,desarollo,,,,,Desarrollo - Campofert,,,,,1,,,,,3.5,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,175,,,,,la alberca,Tolima,PIEDRAS,,73547014,oryzica 1,3.5,Matched (3)
DS4024,1,5,urea,nitroextend,,,,Urea,NITRO XTEND® 46 N,,,,1,2,,,,2.6,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,130,100,,,,la alberca,Tolima,PIEDRAS,,73547014,oryzica 1,3.5,Matched (3)
DS4025,1,1,nitroextend,triple 15,ferticol,,,NITRO XTEND® 46 N,Triple 15,FertiCROP,,,1,2,3,,,3,4,2,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,15,,,,,15,,,,,10.3,,,,,4.7,,,,,0,,,,,15,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,1,,,,,,150,200,100,,,la argelia,Tolima,PIEDRAS,,73547014,FL Fedearroz 68,4,Matched (3)
DS4025,1,2,triple 18,nitroextend,,,,Triple 18,NITRO XTEND® 46 N,,,,1,2,,,,4,4,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,200,,,,la argelia,Tolima,PIEDRAS,,73547014,FL Fedearroz 68,4,Matched (3)
DS4025,1,3,nitroesmart,klc,sam,,,Nitrosmart,KCl,Sulfato de amonio SAM,,,1,2,3,,,4,4,4,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NITROSOIL,,,,,3,,,,,,200,200,200,,,la argelia,Tolima,PIEDRAS,,73547014,FL Fedearroz 68,4,Matched (3)
DS4025,1,4,urea,sulfato de amonio,klc,,,Urea,Sulfato de Amonio,KCl,,,1,2,3,,,4,4,4,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,200,200,200,,,la argelia,Tolima,PIEDRAS,,73547014,FL Fedearroz 68,4,Matched (3)
DS4025,1,5,klc,sam,,,,KCl,Sulfato de amonio SAM,,,,1,2,3,,,4,4,4,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,200,200,200,,,la argelia,Tolima,PIEDRAS,,73547014,FL Fedearroz 68,4,Matched (3)
DS4026,5,1,urea,sam,korcali,elementos menores,,Urea,Sulfato de amonio SAM,KORN KALI + B,Fertilizante menores,,1,2,3,4,,1,1,.5,.5,,Bultos,Bultos,Bultos,Bultos,,,,,,,50,50,40,50,,0,,,0,,46,,,0,,0,,,0,,0,,,0,,46,,,0,,0,,,3,,Fertilizante edafico,,,Fertilizante edafico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizacion edafica,,,Fertilizacion edafica,,NUTRIMON,,,ARROCERO,,1,,,,,,50,50,20,25,,lote 8,Tolima,HERVEO,,73001017,Fedearroz 70,12,Matched (3)
DS4026,5,2,urea,sam,kcl,micro elementos,,Urea,Sulfato de amonio SAM,KCl,Fertilizante menores,,1,2,3,4,,2,1,.5,.5,,Bultos,Bultos,Bultos,Bultos,,,,,,,50,50,50,50,,0,,,0,,46,,,0,,0,,,0,,0,,,0,,46,,,0,,0,,,3,,Fertilizante edafico,,,Fertilizante edafico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizacion edafica,,,Fertilizacion edafica,,NUTRIMON,,,ARROCERO,,2,,,,,,100,50,25,25,,lote 8,Tolima,HERVEO,,73001017,Fedearroz 70,12,Matched (3)
DS4026,5,3,urea,sam,kcl,,,Urea,Sulfato de amonio SAM,KCl,,,1,2,3,,,2,.5,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,100,25,50,,,lote 8,Tolima,HERVEO,,73001017,Fedearroz 70,12,Matched (3)
DS4026,5,4,urea,sam,pateencali,,,Urea,Sulfato de amonio SAM,Patentkali,,,1,2,3,,,1.5,.5,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,30,,,46,,0,,,0,,0,,,0,,0,,,46,,0,,,0,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,DISAN,,,4,,,,,,75,25,50,,,lote 8,Tolima,HERVEO,,73001017,Fedearroz 70,12,Matched (3)
DS4026,5,5,urea,,,,,Urea,,,,,1,,,,,1.5,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,75,,,,,lote 8,Tolima,HERVEO,,73001017,Fedearroz 70,12,Matched (3)
DS4027,1,1,urea recubierta,map,kcl,pataencali,prixin,Urea,DAP,KCl,Patentkali,prixin,1,2,3,4,5,3.4,2,1.5,.5,10,Bultos,Bultos,Bultos,Bultos,Kilos,,,,,,50,50,50,50,,0,,,30,,46,,,0,,0,,,0,,0,,,0,,46,,,0,,0,,,0,,Fertilizante edafico,,,Fertilizante edafico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizacion edafica,,,Fertilizacion edafica,,NUTRIMON,,,DISAN,,1,,,,,,170,100,75,25,10,20,Tolima,PIEDRAS,,73547005,FL Fedearroz 68,9,Matched (3)
DS4027,1,2,urea,kcl,pateencalli,,,Urea,KCl,Patentkali,,,1,2,3,,,4,1,.5,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,30,,,46,,0,,,0,,0,,,0,,0,,,46,,0,,,0,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,DISAN,,,2,,,,,,200,50,25,,,20,Tolima,PIEDRAS,,73547005,FL Fedearroz 68,9,Matched (3)
DS4027,1,3,nitrógeno,kcl,pateencalli,,,Urea,KCl,Patentkali,,,1,2,3,,,2,.5,.5,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,30,,,46,,0,,,0,,0,,,0,,0,,,46,,0,,,0,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,DISAN,,,3,,,,,,100,25,25,,,20,Tolima,PIEDRAS,,73547005,FL Fedearroz 68,9,Matched (3)
DS4027,1,4,nitrógeno,solufos,kcl,,,Urea,Solufosn 44,KCl,,,1,2,3,,,2,5,1,,,Bultos,Bultos,Bultos,,,,,,,,50,25,50,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,100,125,50,,,20,Tolima,PIEDRAS,,73547005,FL Fedearroz 68,9,Matched (3)
DS4028,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,san judas,Tolima,ESPINAL,,73268017,Fedearroz 67,7,Matched (3)
DS4028,1,2,fase 3,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,200,,,,,san judas,Tolima,ESPINAL,,73268017,Fedearroz 67,7,Matched (3)
DS4028,1,3,fase 3,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,200,,,,,san judas,Tolima,ESPINAL,,73268017,Fedearroz 67,7,Matched (3)
