a10,id_lote_g6,g7_1,g10_1,g10_2,g10_3,g10_4,g10_5,g10_c_1,g10_c_2,g10_c_3,g10_c_4,g10_c_5,g9_1,g9_2,g9_3,g9_4,g9_5,g12_c_1,g12_c_2,g12_c_3,g12_c_4,g12_c_5,g12_u_1,g12_u_2,g12_u_3,g12_u_4,g12_u_5,g12_ua_1,g12_ua_2,g12_ua_3,g12_ua_4,g12_ua_5,g12_1_1,g12_1_2,g12_1_3,g12_1_4,g12_1_5,K2O_1,K2O_2,K2O_3,K2O_4,K2O_5,Ntotal_1,Ntotal_2,Ntotal_3,Ntotal_4,Ntotal_5,Namoniacal_1,Namoniacal_2,Namoniacal_3,Namoniacal_4,Namoniacal_5,Nnitrico_1,Nnitrico_2,Nnitrico_3,Nnitrico_4,Nnitrico_5,Nureico_1,Nureico_2,Nureico_3,Nureico_4,Nureico_5,P2O5_1,P2O5_2,P2O5_3,P2O5_4,P2O5_5,Tipo_Nivel_0_1,Tipo_Nivel_0_2,Tipo_Nivel_0_3,Tipo_Nivel_0_4,Tipo_Nivel_0_5,Tipo_Nivel_1_1,Tipo_Nivel_1_2,Tipo_Nivel_1_3,Tipo_Nivel_1_4,Tipo_Nivel_1_5,Tipo_Nivel_2_1,Tipo_Nivel_2_2,Tipo_Nivel_2_3,Tipo_Nivel_2_4,Tipo_Nivel_2_5,Tipo_Fertilizacion_1,Tipo_Fertilizacion_2,Tipo_Fertilizacion_3,Tipo_Fertilizacion_4,Tipo_Fertilizacion_5,Marca_1,Marca_2,Marca_3,Marca_4,Marca_5,row,cantidad_litros_ha_1,cantidad_litros_ha_2,cantidad_litros_ha_3,cantidad_litros_ha_4,cantidad_litros_ha_5,cantidad_kilos_ha_1,cantidad_kilos_ha_2,cantidad_kilos_ha_3,cantidad_kilos_ha_4,cantidad_kilos_ha_5,ax_2,a11,a12,a12a,a13,f4_1,f5_1,_merge
NR10029,1,3,fase 3,urea,,,,(Nutrimon) Ecofertil fase 3,Urea,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,3,,,,,,100,50,,,,altos del mirado4,Tolima,SALDAÑA,,73671001,Otra variedad,1.12,Matched (3)
NR10029,1,4,nitroestén,,,,,NITRO XTEND® 46 N,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,150,,,,,altos del mirado4,Tolima,SALDAÑA,,73671001,Otra variedad,1.12,Matched (3)
NR10030,1,1,triple 18,urea,urea,,,Triple 18,Urea,Urea,,,1,2,3,,,3,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,0,0,,,18,46,46,,,7,0,0,,,0,0,0,,,11,46,46,,,18,0,0,,,Fertilizante edafico,Fertilizante edafico,Fertilizante edafico,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Fertilizacion edafica,Fertilizacion edafica,Fertilizacion edafica,,,NUTRIMON,NUTRIMON,NUTRIMON,,,1,,,,,,150,50,50,,,la joya  numero 4,Tolima,PURIFICACIÓN,,73585007,Fedearroz 67,2,Matched (3)
NR10030,1,2,"dap, urea, cloruro",urea,"urea, sulfato",,,Fosfato Diamonico (DAP),Urea,Urea,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,0,0,,,18,46,46,,,18,0,0,,,0,0,0,,,0,46,46,,,46,0,0,,,Fertilizante edafico,Fertilizante edafico,Fertilizante edafico,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Fertilizacion edafica,Fertilizacion edafica,Fertilizacion edafica,,,NUTRIMON,NUTRIMON,NUTRIMON,,,2,,,,,,50,50,50,,,la joya  numero 4,Tolima,PURIFICACIÓN,,73585007,Fedearroz 67,2,Matched (3)
NR10030,1,3,"dap, urea, cloruro",,,,,Fosfato Diamonico (DAP),,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,18,,,,,18,,,,,0,,,,,0,,,,,46,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,100,,,,,la joya  numero 4,Tolima,PURIFICACIÓN,,73585007,Fedearroz 67,2,Matched (3)
NR10030,1,4,urea,"urea, sulfato",,,,Urea,Urea,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,0,,,,46,46,,,,0,0,,,,0,0,,,,46,46,,,,0,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,4,,,,,,50,50,,,,la joya  numero 4,Tolima,PURIFICACIÓN,,73585007,Fedearroz 67,2,Matched (3)
NR10031,1,1,silisfos,simus,compostajie,,,Siliphos Balance,Cimus P,Compost,,,1,2,,,,2,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,12,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,AGROSILICIUM,,,,,1,,,,,,100,50,50,,,calamar dos,Tolima,PURIFICACIÓN,,99,Tucano,5.85,Matched (3)
NR10031,1,2,urea proxin,kcl,safer trralain,"su,fato",compostaje,Urea,KCl,Safer terra Life,Sulfato de Amonio,Compost,1,2,3,4,5,1,1,1,.5,1,Bultos,Bultos,Bultos,Bultos,Bultos,,,,,,50,50,50,50,50,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,50,50,50,25,50,calamar dos,Tolima,PURIFICACIÓN,,99,Tucano,5.85,Matched (3)
NR10031,1,3,urea,siltafo,sol potacio,sulfacin,compostaje,Urea,Sulfato de Amonio,Solt® Potasio,SULFACID LCN,Compost,1,2,3,4,5,1.5,.5,.5,.5,2,Bultos,Bultos,Bultos,Bultos,Bultos,,,,,,50,50,50,50,50,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,75,25,25,25,100,calamar dos,Tolima,PURIFICACIÓN,,99,Tucano,5.85,Matched (3)
NR10031,1,4,,nitroesten,sol potacio,,,,NITRO XTEND® 46 N,Solt® Potasio,,,,2,3,,,,2,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,100,100,,,calamar dos,Tolima,PURIFICACIÓN,,99,Tucano,5.85,Matched (3)
NR10031,1,6,siconfer raices,,,,,Sikonfert Raices SC,,,,,1,,,,,1,,,,,Kilos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,calamar dos,Tolima,PURIFICACIÓN,,99,Tucano,5.85,Matched (3)
NR10032,1,1,fertisiembra,cloruro,urea prosin,,,Ferti-Siembra (nitrosoil),KCl,Urea,,,1,2,3,,,1.5,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,1,,,,,,75,50,50,,,la ilusion,Tolima,PURIFICACIÓN,,73585017,Fedearroz 67,61,Matched (3)
NR10032,1,2,fertisiembra,cloruro,urea prosin,,,Ferti-Siembra (nitrosoil),KCl,Urea,,,1,2,3,,,1.5,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,2,,,,,,75,50,50,,,la ilusion,Tolima,PURIFICACIÓN,,73585017,Fedearroz 67,61,Matched (3)
NR10032,1,3,fortidesarrollo,solpotasio,urea prosin,,,Desarrollo,Solt® Potasio,Urea,,,1,2,3,,,1.5,1.5,1.5,,,Litros,Litros,Bultos,,,,,,,,50,50,50,,,5,,0,,,30,,46,,,8,,0,,,0,,0,,,22,,46,,,3,,0,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,CAMPOFERT,,NUTRIMON,,,3,1.5,1.5,,,,,,75,,,la ilusion,Tolima,PURIFICACIÓN,,73585017,Fedearroz 67,61,Matched (3)
NR10032,1,4,amida,solpotasio,nitroesten,,,YaraVera AMIDAS,Solt® Potasio,NITRO XTEND® 46 N,,,1,2,3,,,1,1,1,,,Bultos,Litros,Bultos,,,,,,,,50,50,50,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,4,,1,,,,50,,50,,,la ilusion,Tolima,PURIFICACIÓN,,73585017,Fedearroz 67,61,Matched (3)
NR10033,1,1,urea,triple 18,,,,Urea,Triple 18,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,18,,,,46,18,,,,0,7,,,,0,0,,,,46,11,,,,0,18,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,1,,,,,,50,50,,,,sin nombre,Tolima,SALDAÑA,,73671011,Tana,5,Matched (3)
NR10033,1,2,sulfato de amonio,cloruro,,,,Sulfato de Amonio,KCl,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,50,50,,,,sin nombre,Tolima,SALDAÑA,,73671011,Tana,5,Matched (3)
NR10033,1,3,dap,cloruro,amidas,,,DAP,KCl,YaraVera AMIDAS,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,3,,,,,,50,50,50,,,sin nombre,Tolima,SALDAÑA,,73671011,Tana,5,Matched (3)
NR10033,1,4,urea,sulfayo,triple 18,,,Urea,Sulfato de Amonio,Triple 18,,,1,2,3,,,1,1,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,18,,,46,,18,,,0,,7,,,0,,0,,,46,,11,,,0,,18,,,Fertilizante edafico,,Fertilizante edafico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizante quimico,,Fertilizante quimico,,,Fertilizacion edafica,,Fertilizacion edafica,,,NUTRIMON,,NUTRIMON,,,4,,,,,,50,50,50,,,sin nombre,Tolima,SALDAÑA,,73671011,Tana,5,Matched (3)
NR10034,1,1,triple 18 con menores,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,panorama,Tolima,SALDAÑA,,73671012,Fedearroz Gualanday,12,Matched (3)
NR10034,1,2,triple 18 yara,,,,,Triple 18,,,,,1,,,,,3.5,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,175,,,,,panorama,Tolima,SALDAÑA,,73671012,Fedearroz Gualanday,12,Matched (3)
NR10034,1,3,,estado 3,,,,,AGRO TERCER ESTADO 24-0-17,,,,,2,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,150,,,,panorama,Tolima,SALDAÑA,,73671012,Fedearroz Gualanday,12,Matched (3)
NR10035,1,1,silixfos,nitro,kcl,,,Siliphos Balance,Urea,KCl,,,1,2,3,,,4,2,1,,,Bultos,Kilos,Kilos,,,,,,,,50,,,,,0,0,,,,0,46,,,,0,0,,,,0,0,,,,0,46,,,,12,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,AGROSILICIUM,NUTRIMON,,,,1,,,,,,200,2,1,,,los potrillos,Tolima,SALDAÑA,,73671011,Fedearroz 2020,1.5,Matched (3)
NR10035,1,2,nitroesten,,,,,NITRO XTEND® 46 N,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,200,,,,,los potrillos,Tolima,SALDAÑA,,73671011,Fedearroz 2020,1.5,Matched (3)
NR10035,1,3,nitroesten,disan producción,solmac,,,NITRO XTEND® 46 N,DISAN Produccion 20-0-29-2+3(S),Feragro Sol-Mag,,,1,2,3,,,3,2.5,1,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,,29,0,,,,20,0,,,,0,0,,,,0,0,,,,0,0,,,,0,4,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,DISAN,FERAGROCOL,,,3,,,,,,150,125,50,,,los potrillos,Tolima,SALDAÑA,,73671011,Fedearroz 2020,1.5,Matched (3)
NR10036,1,1,triple 18,urea,,,,Triple 18,Urea,,,,1,2,,,,3,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,0,,,,18,46,,,,7,0,,,,0,0,,,,11,46,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,1,,,,,,150,50,,,,guadaulito,Tolima,SALDAÑA,,73671003,Fedearroz ibis,1,Matched (3)
NR10036,1,2,triple 18,urea,sulfato,,,Triple 18,Urea,Sulfato de Amonio,,,1,2,3,,,3,.5,.5,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,18,0,,,,18,46,,,,7,0,,,,0,0,,,,11,46,,,,18,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,NUTRIMON,NUTRIMON,,,,2,,,,,,150,25,25,,,guadaulito,Tolima,SALDAÑA,,73671003,Fedearroz ibis,1,Matched (3)
NR10036,1,3,fase 3,urea,,,,(Nutrimon) Ecofertil fase 3,Urea,,,,1,2,,,,2,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,0,,,,,46,,,,,0,,,,,0,,,,,46,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,3,,,,,,100,50,,,,guadaulito,Tolima,SALDAÑA,,73671003,Fedearroz ibis,1,Matched (3)
NR10036,1,4,amida,,,,,YaraVera AMIDAS,,,,,1,,,,,2,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,4,,,,,,100,,,,,guadaulito,Tolima,SALDAÑA,,73671003,Fedearroz ibis,1,Matched (3)
NR10037,1,1,fase 3,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,200,,,,,parcela 63,Tolima,SALDAÑA,,99,Cálida ,1.5,Matched (3)
NR10037,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Kilos,,,,,,,,,,,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,4,,,,,parcela 63,Tolima,SALDAÑA,,99,Cálida ,1.5,Matched (3)
NR10037,1,3,triple 18,fase 3,,,,Triple 18,(Nutrimon) Ecofertil fase 3,,,,1,2,,,,2,2,,,,Libras,Libras,,,,,,,,,,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,.907184,.907184,,,,parcela 63,Tolima,SALDAÑA,,99,Cálida ,1.5,Matched (3)
NR10037,1,4,amidas,amidas,,,,YaraVera AMIDAS,YaraVera AMIDAS,,,,1,2,,,,4,4,,,,Bultos,Bultos,,,,,,,,,50,50,,,,0,0,,,,40,40,,,,5,5,,,,0,0,,,,35,35,,,,0,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizante quimico,Fertilizante quimico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,YARA,YARA,,,,4,,,,,,200,200,,,,parcela 63,Tolima,SALDAÑA,,99,Cálida ,1.5,Matched (3)
NR10038,1,1,efisolmacro,triple 18,silisfos,nitosimal,,Efisolil Renovation,Triple 18,Siliphos Balance,Nitrosmart,,1,2,3,4,,1,1,.5,1,,Bultos,Bultos,Bultos,Bultos,,,,,,,50,50,50,50,,,18,0,0,,,18,0,46,,,7,0,0,,,0,0,0,,,11,0,46,,,18,12,0,,,Fertilizante edafico,Fertilizante edafico,Fertilizante edafico,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Fertilizante quimico,Fertilizante quimico,Fertilizante quimico,,,Fertilizacion edafica,Fertilizacion edafica,Fertilizacion edafica,,,NUTRIMON,AGROSILICIUM,NITROSOIL,,1,,,,,,50,50,25,50,,alejandria 2,Tolima,PURIFICACIÓN,,73585044,Fedearroz ibis,18,Matched (3)
NR10038,1,2,abotan t,abotain mas ts,efisoil macro,solpotasio,,Abonat,Abonat,Efisolil Renovation,Solt® Potasio,,1,2,3,4,,1,1,1,1,,Bultos,Kilos,Bultos,Bultos,,,,,,,50,,50,50,,0,0,,,,1.11,1.11,,,,0,0,,,,0,0,,,,0,0,,,,0,0,,,,Fertilizante edafico,Fertilizante edafico,,,,Fertilizante organico,Fertilizante organico,,,,Abono organico,Abono organico,,,,Fertilizacion edafica,Fertilizacion edafica,,,,MELO,MELO,,,,2,,,,,,50,1,50,50,,alejandria 2,Tolima,PURIFICACIÓN,,73585044,Fedearroz ibis,18,Matched (3)
NR10038,1,3,amidas,solpotasio,solmagnesio,,,YaraVera AMIDAS,Solt® Potasio,SolMag,,,1,2,3,,,1,1,.5,,,Bultos,Bultos,Bultos,,,,,,,,50,50,50,,,0,,,,,40,,,,,5,,,,,0,,,,,35,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,3,,,,,,50,50,25,,,alejandria 2,Tolima,PURIFICACIÓN,,73585044,Fedearroz ibis,18,Matched (3)
NR10038,1,4,sllpotacio,abotein,,,,Solt® Potasio,Abotek,,,,1,2,,,,1,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,23,,,,,15,,,,,8.300000000000001,,,,,6.7,,,,,0,,,,,4,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,4,,,,,,50,50,,,,alejandria 2,Tolima,PURIFICACIÓN,,73585044,Fedearroz ibis,18,Matched (3)
RS3001,1,1,triple18,,,,,Triple 18,,,,,1,2,3,,,4,.25,,,,Bultos,Litros,,,,,,error,,,50,,.78,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,.25,,,,200,,,,,capricho,Tolima,ESPINAL,,73268002,Fedearroz 67,5,Matched (3)
RS3001,1,2,triple18,,,,,Triple 18,,,,,1,2,3,,,4,.5,1,,,Bultos,Litros,Litros,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,.5,1,,,200,,,,,capricho,Tolima,ESPINAL,,73268002,Fedearroz 67,5,Matched (3)
RS3001,1,3,triple18,,,,,Triple 18,,,,,1,2,,,,3.6,.3,,,,Bultos,Kilos,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,3,,,,,,180,.30000001,,,,capricho,Tolima,ESPINAL,,73268002,Fedearroz 67,5,Matched (3)
RS3001,1,4,triple18,,,,,Triple 18,,,,,1,2,3,4,,3.6,2,,,,Bultos,Litros,Litros,Litros,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,2,,,,180,,,,,capricho,Tolima,ESPINAL,,73268002,Fedearroz 67,5,Matched (3)
RS3001,1,5,nitramix,,,,,YaraVera Nitramid,,,,,1,,,,,2.6,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,34,,,,,.5,,,,,5.8,,,,,27.7,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,5,,,,,,130,,,,,capricho,Tolima,ESPINAL,,73268002,Fedearroz 67,5,Matched (3)
RS3002,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,200,,,,,alejandria,Tolima,ESPINAL,,73268017,Fedearroz 67,4,Matched (3)
RS3002,1,2,triple 18,,,,,Triple 18,,,,,1,,,,,4,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,2,,,,,,200,,,,,alejandria,Tolima,ESPINAL,,73268017,Fedearroz 67,4,Matched (3)
RS3002,1,3,etapa tres,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,12,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,600,,,,,alejandria,Tolima,ESPINAL,,73268017,Fedearroz 67,4,Matched (3)
RS3002,1,4,etapa tres,,,,,(Nutrimon) Ecofertil fase 3,,,,,1,,,,,12,,,,,Bultos,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,600,,,,,alejandria,Tolima,ESPINAL,,73268017,Fedearroz 67,4,Matched (3)
RS3002,1,5,nitramid,,,,,YaraVera Nitramid,,,,,1,,,,,12,,,,,Bultos,,,,,,,,,,50,,,,,0,,,,,34,,,,,.5,,,,,5.8,,,,,27.7,,,,,0,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,YARA,,,,,5,,,,,,600,,,,,alejandria,Tolima,ESPINAL,,73268017,Fedearroz 67,4,Matched (3)
RS3003,1,1,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,1,,,,,,150,,,,,el progreso,Tolima,ESPINAL,,73268026,Fedearroz 2020,5.5,Matched (3)
RS3003,1,2,nitroexten,kcl,,,,NITRO XTEND® 46 N,KCl,,,,1,2,,,,3,1,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,150,50,,,,el progreso,Tolima,ESPINAL,,73268026,Fedearroz 2020,5.5,Matched (3)
RS3003,1,3,kcl,nitroexten kcl,,,,KCl,NITRO XTEND® 46 N + KCl,,,,1,2,,,,3,3,,,,Bultos,Bultos,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,150,150,,,,el progreso,Tolima,ESPINAL,,73268026,Fedearroz 2020,5.5,Matched (3)
RS3003,1,4,tripke 18,jcl,,,,Triple 18,KCl,,,,1,2,,,,3,2,,,,Bultos,Bultos,,,,,,,,,50,50,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,4,,,,,,150,100,,,,el progreso,Tolima,ESPINAL,,73268026,Fedearroz 2020,5.5,Matched (3)
RS3003,1,5,triple 18,,,,,Triple 18,,,,,1,,,,,3,,,,,Bultos,,,,,,,,,,50,,,,,18,,,,,18,,,,,7,,,,,0,,,,,11,,,,,18,,,,,Fertilizante edafico,,,,,Fertilizante quimico,,,,,Fertilizante quimico,,,,,Fertilizacion edafica,,,,,NUTRIMON,,,,,5,,,,,,150,,,,,el progreso,Tolima,ESPINAL,,73268026,Fedearroz 2020,5.5,Matched (3)
