,ID,DDE,Apli_Event,Index,Sow_Area,ModNamProd,Fert_Quant,Unit,Other_uni,Equiv_uni,K2O,Ntotal,Namoniacal,Nnitrico,Nureico,P2O5,Fert,Fert_type,Fert_type2,Qtity_L_ha,Qtity_Kl_ha,Location_1,Location_2,Variety,,,
1444,LG8027,20,1,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
1446,LG8027,32,2,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
1448,LG8028,15,1,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
1453,LG8029,24,2,1,1.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
1457,LG8029,70,4,1,1.5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
1462,LG8030,20,1,2,3.5,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,19,,,
1475,LG8032,12,1,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1476,LG8032,12,1,2,2,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1477,LG8032,24,2,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1478,LG8032,24,2,2,2,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1479,LG8032,39,3,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1480,LG8032,39,3,2,2,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1481,LG8032,39,3,3,2,Triple 15,3,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1482,LG8032,60,4,1,2,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1483,LG8032,60,4,2,2,Cloruro de Potasio,3,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1493,LG8034,35,2,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1494,LG8034,60,3,1,2,Balance Mix Active III,3,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1495,LG8035,15,1,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,5,,,
1496,LG8035,15,1,2,2,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,5,,,
1497,LG8035,30,2,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,5,,,
1498,LG8035,30,2,2,2,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,5,,,
1499,LG8035,45,3,1,2,Balance Mix Active III,3,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,5,,,
1506,LG8036,47,3,1,3,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
1521,LG8038,70,3,1,1.5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,1,,,
1527,LG8040,30,1,1,0.75,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1528,LG8040,60,2,1,0.75,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1529,LG8040,90,3,1,0.75,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1531,LG8041,20,1,2,4,Fertilizante menores,3,5,NA,50,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,8,,,
1534,LG8041,32,2,1,4,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,8,,,
1535,LG8041,32,2,2,4,Fertilizante menores,3,5,NA,50,0,0,0,0,0,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,8,,,
1538,LG8041,47,3,1,4,Ecofertil Fase 3,3,5,112000,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,8,,,
1539,LG8041,62,4,1,4,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,8,,,
1544,LG8042,60,4,1,1,YaraVera AMIDAS,3,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1552,LG8043,61,3,1,5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
1564,LG8045,30,2,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1588,LG8048,20,1,1,2.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,12,,,
1623,LG8052,20,1,1,2.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,16,,,
1625,LG8052,28,2,1,2.5,Balance Mix Active III,3,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,16,,,
1626,LG8052,55,4,1,2.5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,16,,,
1634,LG8054,20,1,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
1635,LG8054,45,2,1,2,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
1636,LG8054,75,3,1,2,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
1646,LG8056,20,2,1,23,FertiCROP Arroz Desarrollo,3,5,NA,50,17,29,29,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1649,LG8056,50,4,3,23,FertiCROP Arroz Desarrollo,3,5,NA,50,17,29,29,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1650,LG8056,8,1,1,23,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1654,LG8057,60,4,1,21.5,Duramon Produccion K,3,5,NA,50,24,15.1,5.5,0,9.6,4,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
1659,LG8059,40,3,1,2,FertiCROP Arroz Desarrollo,3,5,NA,50,17,29,29,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,10,,,
1660,LG8059,60,4,1,2,Calferquim 17-6-18-2,3,5,NA,50,18,17,0,0,0,6,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,10,,,
1762,MR9015,20,1,1,9,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,5,,,
1772,MR9017,15,1,1,3.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,8,,,
1773,MR9017,30,2,1,3.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,8,,,
1803,MR9020,15,1,2,2,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1809,MR9021,30,2,1,1,FertiCROP Arroz Desarrollo,3,5,NA,50,17,29,29,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,10,,,
1816,MR9023,40,2,1,1,Desarrollo,3,5,NA,50,5,30,8,0,22,3,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,1,,,
1820,MR9024,20,1,1,3,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
1822,MR9024,30,2,1,3,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
1832,MR9026,20,1,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1834,MR9026,40,2,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1836,MR9026,60,3,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
1854,MR9029,15,1,1,15.75,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1857,MR9029,38,3,1,15.75,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1858,MR9029,55,4,1,15.75,Nitrabor,3,5,NA,50,0,15.4,1.3,14.1,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1863,MR9031,15,1,1,0.4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1871,MR9032,30,2,1,1,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1873,MR9032,45,3,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1875,MR9032,60,4,1,1,Produccion,3,5,NA,50,18,17,10.4,6.6,0,6,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1886,MR9034,15,1,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
1889,MR9034,30,2,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
1891,MR9034,45,3,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
1893,MR9034,60,4,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
1894,MR9035,15,1,1,2.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
1897,MR9035,30,2,1,2.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
1903,MR9036,15,1,1,29,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1908,MR9036,65,4,1,29,Nitrabor,3,5,NA,50,0,15.4,1.3,14.1,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1909,MR9037,15,1,1,1.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1910,MR9037,30,2,1,1.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1911,MR9037,45,3,1,1.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1928,MR9040,10,1,1,4,Triple 15,3,5,NA,50,15,15,10.3,4.7,0,15,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,5,,,
1936,MR9040,NA,4,1,4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,5,,,
1941,MR9041,NA,3,1,2.2,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,5,,,
1943,MR9042,30,1,1,0.58,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
1944,MR9042,45,2,1,0.58,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
1948,MR9044,35,2,1,10,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,5,,,
1951,MR9045,20,1,1,10,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1958,MR9046,20,1,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,14,,,
1968,MR9047,50,3,1,5,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
1970,MR9047,65,4,1,5,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
1971,MR9048,15,1,1,4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,5,,,
1990,NR10003,30,1,1,24,Nitrosoil Ferti-18,3,5,NA,50,18,18,3.5,0,14.5,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,7,,,
1998,NR10004,70,5,1,3,Sulfato de amonio 21-0-0-24,3,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,4,3,,,
1999,NR10004,70,5,2,3,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,4,3,,,
2000,NR10004,70,5,3,3,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,4,3,,,
2013,NR10006,32,2,1,3.5,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
2016,NR10006,67,4,1,3.5,Nitrabor,3,5,NA,50,0,15.4,1.3,14.1,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,14,,,
2043,NR10011,27,2,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,3,,,
2057,NR10014,10,1,1,4,Sulfato de amonio 21-0-0-24,3,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,10,,,
2058,NR10014,25,2,1,4,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,10,,,
2126,NR10022,48,4,1,6,DISAN Produccion 20-0-29-2+3(S),3,5,NA,50,29,20,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,12,14,,,
2152,NR10027,1,3,1,10,YaraVera AMIDAS,3,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
2153,NR10027,30,1,1,10,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
2154,NR10027,60,2,1,10,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,1,,,
2164,NR10029,60,4,1,1.12,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,20,,,
2165,NR10030,16,1,1,2,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,13,1,,,
2206,NR10034,10,1,1,12,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,8,,,
2208,NR10034,45,3,2,12,BALANCE MIX ACTIVE III (24-0-17-5-6),3,5,NA,50,17,24,4.8,0,19.2,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,8,,,
2213,NR10035,45,3,1,1.5,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,5,,,
2216,NR10036,15,1,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
2218,NR10036,30,2,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,14,7,,,
2249,RS3003,10,1,1,5.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2250,RS3003,22,2,1,5.5,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2252,RS3003,35,3,1,5.5,Cloruro de Potasio,3,5,NA,50,60,0,0,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2253,RS3003,35,3,2,5.5,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2254,RS3003,60,4,1,5.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2256,RS3003,70,5,1,5.5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2264,RS3004,79,4,1,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,15,,,
2267,RS3005,35,3,1,8,Sulfato de amonio 21-0-0-24,3,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,1,,,
2268,RS3005,45,4,1,8,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,1,,,
2269,RS3006,10,1,1,30,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2273,RS3006,30,3,1,30,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2274,RS3006,50,4,1,30,YaraVera AMIDAS,3,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2280,RS3008,25,2,1,9,FertiCROP Arroz Desarrollo,3,5,NA,50,17,29,29,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,5,,,
2281,RS3008,40,3,1,9,FertiCROP Arroz Desarrollo,3,5,NA,50,17,29,29,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,5,,,
2286,RS3008,70,5,1,9,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,5,,,
2290,RS3009,70,5,1,5,YaraVera AMIDAS,3,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2307,RS3014,15,1,1,3,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2308,RS3014,15,3,1,3,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2309,RS3014,30,2,1,3,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2310,RS3014,60,4,1,3,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,5,5,,,
2318,RS3016,12,1,2,5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2319,RS3016,12,1,5,5,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2320,RS3016,20,2,1,5,YaraVera AMIDAS,3,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2321,RS3016,60,3,1,5,Nitromax,3,5,NA,50,10,30,0,0,0,10,Fertilizante foliar,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2327,RS3018,15,1,2,1,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2328,RS3018,30,2,1,1,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2330,RS3018,45,3,1,1,YaraVera AMIDAS,3,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2331,RS3018,60,4,1,1,YaraVera AMIDAS,3,5,NA,50,0,40,5,0,35,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2332,RS3018,75,5,1,1,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2337,RS3019,60,4,1,6.5,YaraVera Nitramid,3,5,NA,50,0,34,0.5,5.8,27.7,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,8,,,
2347,RS3021,30,1,1,0.75,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,14,,,
2356,RS3022,15,1,1,4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2357,RS3022,30,2,1,4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2359,RS3022,45,3,1,4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2360,RS3022,60,4,1,4,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2362,RS3023,20,1,1,1,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2363,RS3023,35,2,1,1,Sulfato de amonio 21-0-0-24,3,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2364,RS3023,35,2,2,1,Triple 18,3,5,NA,50,18,18,7,0,11,18,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2365,RS3023,60,3,1,1,Ecofertil Fase 3,3,5,NA,50,17,24,0,0,24,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2366,RS3023,70,4,1,1,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,7,,,
2369,RS3024,45,3,2,1.44,Sulfato de amonio 21-0-0-24,3,5,NA,50,0,21,21,0,0,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,1,,,
2381,RS3025,66,5,1,12,Nitro Xtend XP 46N,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,7,5,,,
2409,RS3028,85,5,1,5,Urea,3,5,NA,50,0,46,0,0,46,0,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,9,6,,,
2422,RS3029,8,1,1,8,YaraMila RAFOS,3,5,NA,50,12,12,8.88,3.2,0,24,Fertilizante edafico,Fertilizante quimico,Fertilizante quimico,NA,150,1,11,7,,,
